"FITNESS"
0.566265
0.568536
0.606366
0.568536
0.568536
0.578142
0.740052
0.529387
0.640588
0.514443
0.578142
0.568536
0.568536
0.694375
0.568536
0.617182
0.520763
0.606366
0.86021
0.606476
0.745697
0.512231
0.578142
0.614883
0.517425
0.512024
0.766043
0.568536
0.586932
0.625604
0.610399
0.568536
0.478945
0.740052
0.377204
0.606476
0.520763
0.606366
0.553771
0.428631
0.486013
0.578142
0.615387
0.568536
0.609537
0.481558
0.553771
0.568536
0.578142
0.767192
0.520763
0.578142
0.478547
0.573208
0.606199
0.519789
0.78895
0.520763
0.517425
0.520763
0.706721
0.694375
0.694375
0.583985
0.520763
0.752039
0.720672
0.628432
0.568536
0.721367
0.620117
0.706815
0.619883
0.472767
0.606476
0.568536
0.568536
0.731538
0.512024
0.61523
0.568536
0.740052
0.742185
0.690103
0.619288
0.578142
0.604631
0.385907
0.578142
0.466551
0.606366
0.568536
0.740052
0.578142
0.558569
0.520763
0.631694
0.578142
0.568536
0.568536
