"FITNESS"
39
38
40
38
38
37
37
36
37
37
39
40
37
39
37
36
39
36
38
37
37
38
41
40
37
39
39
39
36
39
39
38
39
38
38
37
39
39
38
41
36
38
39
38
37
37
39
39
38
37
38
42
37
41
39
39
38
38
39
37
39
40
37
40
39
38
40
36
40
39
40
38
37
36
39
37
39
38
36
38
38
38
37
35
41
36
42
41
40
41
38
40
38
38
35
42
40
39
38
37
