"FITNESS"
0.93192
0.721438
0.878954
0.925196
0.88776
0.850247
0.894736
0.857819
0.855157
0.696347
0.857819
0.843756
0.93192
0.824477
0.878954
0.925196
0.866166
0.714236
0.897335
0.685488
0.855157
0.88776
0.850024
0.857819
0.67411
0.880268
0.86063
0.925196
0.857819
0.887009
0.88776
0.878954
0.850247
0.925196
0.86063
0.809821
0.685488
0.855157
0.866166
0.925196
0.857061
0.857819
0.850247
0.925196
0.86063
0.682964
0.775264
0.72129
0.887009
0.855157
0.850024
1
0.719315
0.868891
0.878954
0.925196
0.850024
0.86063
0.855157
0.887009
0.894736
0.857819
0.887009
0.855157
0.866166
0.857819
0.857819
0.872295
0.857819
0.850024
0.636935
0.855157
0.850247
0.857061
0.850024
0.850024
0.831447
0.855157
0.850247
0.878954
0.850247
0.894736
0.850024
0.685488
0.894736
0.850024
0.850247
0.728451
0.690951
0.726232
0.894736
0.854811
0.925196
0.850247
0.721515
0.878954
0.866166
0.855157
0.855157
0.878954
0.866166
0.696347
0.880268
0.894736
0.787661
0.897335
0.824477
0.894736
0.850024
0.880268
0.713161
0.850247
0.714236
0.0476137
0.925196
0.855157
0.925196
0.866166
0.855157
0.843488
0.878954
0.850247
0.347926
0.850024
0.850024
0.880268
0.878954
0.894736
0.93192
0
0.855157
0.850247
0.887009
0.855157
0.766056
0.855157
0.894736
0.878954
0.878954
0.880268
0.878954
0.685264
0.857819
0.855157
0.757502
0.857819
0.67411
0.72129
0.880268
0.855157
0.850024
0.880268
0.850024
0.855157
0.894736
0.894736
0.925196
0.925196
0.894736
0.857061
0.850024
0.86063
0.855157
0.855157
0.685488
0.894736
0.809821
0.887009
0.878954
0.894736
0.894736
0.878954
0.925196
0.682001
0.880268
0.855157
0.850024
0.857061
0.866166
0.857819
0.850247
0.777845
0.731044
0.850024
0.710056
0.894736
0.866166
0.850024
0.878954
0.78985
0.881819
0.728451
0.878954
0.887009
0.880268
0.850247
0.878954
0.887009
0.880268
0.894736
0.86063
0
0.850247
0.850024
0.866166
0.894736
0.855157
0.874674
0.841347
0.696724
0.855157
0.878954
0.855157
0.93192
0.715601
0.850024
0.850024
0.878954
0.866166
0.783815
0.854811
0.866166
0.894736
0.855157
0.704771
0.855157
0.728451
0.850024
0.850228
0.850024
0.850024
0.696724
0.855157
0.857819
0.347926
0.894736
0.925196
0.880268
0.850024
0.850247
0.819659
0.878954
0.857819
0.894736
0.855157
0.850024
0.894736
0.88776
0.317123
0.878954
0.878954
0.878954
0.878954
0.839052
0.894736
0.850024
0.88776
0.866166
0.894736
0.894736
0.852768
0.721515
0.723011
0.880268
0.786186
0.728451
0.824314
0.696724
0.878954
0.855157
0.925196
0.812403
0.86063
0.86063
0.878954
0.925196
0.739349
0.67411
0.866166
0.86063
0.894736
0.850247
0.794971
0.850024
0.88776
0.850024
0.93192
0.857819
0.71546
0.925196
0.715536
0.855157
0.878954
0.894736
0.832328
0.894736
0.729784
0.714236
0.683742
0.925196
0.857819
0.850024
0.925196
0.857061
0.855157
0.887009
0.880268
0.887009
0.894736
0.844656
1.17549e-38
0.878954
0.887009
0.721515
0.866166
0.93192
0.857819
0.887009
0.850247
0.866166
0.894736
0.855157
0.855157
0.693347
0.894736
0.878954
0.855157
0.887009
0.894736
0.855157
0.850024
0.636935
0.925196
0.855157
0.866166
0.850024
0.857819
0.360655
0.887009
0.767568
0.880268
0.855157
0.894736
0.857819
0.681994
0.803271
0.817451
0.857819
0.894736
0.93192
0.86063
0.86063
0.855157
0.683742
0.855157
0.850024
0.850024
0.897335
0.805651
0.894736
0.857819
0.866166
0.857061
0.693836
0.866166
0.0489363
0.855157
0.925196
0.67411
0.862579
0.840119
0.866166
0.850024
0.696724
0.88776
0.68518
0.880268
0.857819
0.835646
0.850024
0.88776
0.850228
0.887009
0.850247
0.93192
0.850024
0.952772
0.850024
0.850024
0.850024
0.894736
0.685488
0.694455
0.728451
0.844656
0.964789
0.850247
0.850024
0.850024
0.850024
0.856205
0.0655499
0.866166
0.866166
0.679269
0.855157
0.850247
0.728451
0.702196
0.696724
0.855157
0.716593
0.894736
0.866166
0.679919
0.887009
0.786186
0.878954
0
0.682001
0.705781
0.850247
0.790673
0.850024
0.913321
0.855157
0.855157
0.850247
0.857819
0.721209
0.850024
0.857819
0.854369
0.728451
0.855157
0.850024
0.850247
0.855157
0.925196
0.831788
0.855157
0.687133
0.878954
0.819659
0.857061
0.685488
0.852499
0.894736
0.850024
0.891259
0.870031
0.850024
0.850247
0.878954
0.650957
0.850024
0.925196
0.874756
0.855157
0.855157
0.854811
0.894736
0.925196
0.855157
0.748859
0.93192
0.850024
0.70774
0.894736
0.854811
0.679978
0.850247
0.850247
0.855157
0.636935
0.925196
0.696347
0.857819
0.894736
0.850024
0.878954
0.855157
0.814056
0.868891
0.728451
0.894736
0.894736
0.857819
0.88776
0
0.850024
0.850024
0.850024
0.857819
0.855157
0.887009
0.725735
0.693254
0.878954
0.850024
